case:concept:name,concept:name,org:resource,start:timestamp,time:timestamp,Span,Ordered,Part,Worker ID,Report Type,Completed,Rejected,MRB,Rework
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-01 07:02:00,2012-03-01 15:57:00,008:55,557,Cable Head,ID4355,D,21,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-01 09:24:00,2012-03-01 16:46:00,007:22,557,Cable Head,ID0998,D,45,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-01 13:20:00,2012-03-01 14:25:00,001:05,557,Cable Head,ID4163,D,47,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-01 20:51:00,2012-03-02 06:33:00,009:42,557,Cable Head,ID4385,D,16,0,0,
Case 18,Packing,Packing,2012-03-02 00:00:00,2012-03-02 01:00:00,000:00,557,Cable Head,ID4820,D,47,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-02 00:00:00,2012-03-02 01:15:00,000:00,557,Cable Head,ID4882,D,0,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-02 11:15:00,2012-03-02 12:30:00,000:00,557,Cable Head,ID0998,D,45,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-03 22:12:00,2012-03-04 06:46:00,008:34,557,Cable Head,ID4445,D,22,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-04 07:00:00,2012-03-04 07:30:00,000:30,557,Cable Head,ID4163,D,0,8,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-04 08:23:00,2012-03-04 11:34:00,003:11,557,Cable Head,ID0998,D,30,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-04 10:28:00,2012-03-04 17:48:00,007:20,557,Cable Head,ID0420,D,20,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-04 14:20:00,2012-03-04 18:00:00,003:40,557,Cable Head,ID4163,D,0,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-04 16:56:00,2012-03-04 17:43:00,000:47,557,Cable Head,ID4528,D,0,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-04 17:43:00,2012-03-04 17:44:00,000:01,557,Cable Head,ID0998,D,0,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-04 20:09:00,2012-03-05 06:49:00,010:40,557,Cable Head,ID4355,D,29,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-05 00:00:00,2012-03-05 01:15:00,000:00,557,Cable Head,ID4882,D,0,0,0,
Case 18,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-05 00:00:00,2012-03-05 01:15:00,000:00,557,Cable Head,ID4882,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-05 07:00:00,2012-03-05 08:40:00,001:40,557,Cable Head,ID4163,D,0,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-05 07:01:00,2012-03-05 17:12:00,010:11,557,Cable Head,ID4528,D,0,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-05 07:17:00,2012-03-05 15:53:00,008:36,557,Cable Head,ID0420,D,20,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-05 08:11:00,2012-03-05 11:39:00,003:28,557,Cable Head,ID0998,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-05 09:00:00,2012-03-05 12:50:00,003:50,557,Cable Head,ID4163,D,0,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-05 13:22:00,2012-03-05 14:47:00,001:25,557,Cable Head,ID4882,D,65,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-05 14:50:00,2012-03-05 18:02:00,003:12,557,Cable Head,ID4163,D,0,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-05 15:57:00,2012-03-05 17:12:00,000:00,557,Cable Head,ID4882,D,2,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-05 20:10:00,2012-03-05 22:53:00,002:43,557,Cable Head,ID4355,D,8,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-05 22:54:00,2012-03-06 04:23:00,005:29,557,Cable Head,ID4445,D,16,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-06 04:24:00,2012-03-06 06:19:00,001:55,557,Cable Head,ID4355,S,1,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-06 06:20:00,2012-03-06 06:43:00,000:23,557,Cable Head,ID4355,D,1,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-06 15:50:00,2012-03-06 17:42:00,001:52,557,Cable Head,ID4385,D,4,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-06 20:10:00,2012-03-07 06:48:00,010:38,557,Cable Head,ID4355,D,27,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-07 06:58:00,2012-03-07 17:36:00,010:38,557,Cable Head,ID0420,D,26,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-07 20:10:00,2012-03-07 23:07:00,002:57,557,Cable Head,ID4355,D,7,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-07 23:08:00,2012-03-07 23:25:00,000:17,557,Cable Head,ID4355,D,2,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-12 17:30:00,2012-03-12 18:58:00,001:28,557,Cable Head,ID4528,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-18 13:20:00,2012-03-18 16:10:00,002:50,557,Cable Head,ID4163,D,0,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-18 16:02:00,2012-03-18 16:16:00,000:14,557,Cable Head,ID4528,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-19 07:00:00,2012-03-19 08:00:00,001:00,557,Cable Head,ID4163,D,89,0,0,
Case 18,Packing,Packing,2012-03-20 00:00:00,2012-03-20 01:00:00,000:00,557,Cable Head,ID4820,D,89,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-20 10:15:00,2012-03-20 12:50:00,002:35,557,Cable Head,ID4163,D,20,0,0,
Case 18,Packing,Packing,2012-03-21 00:00:00,2012-03-21 01:00:00,000:00,557,Cable Head,ID4820,D,20,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-21 15:00:00,2012-03-21 18:01:00,003:01,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-22 07:30:00,2012-03-22 08:40:00,001:10,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-22 09:00:00,2012-03-22 12:50:00,003:50,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-22 13:20:00,2012-03-22 18:04:00,004:44,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-23 07:00:00,2012-03-23 08:40:00,001:40,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-23 09:00:00,2012-03-23 10:30:00,001:30,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-25 09:00:00,2012-03-25 12:50:00,003:50,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-25 13:20:00,2012-03-25 15:30:00,002:10,557,Cable Head,ID4163,D,0,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-25 21:56:00,2012-03-25 23:41:00,001:45,557,Cable Head,ID4528,D,0,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-26 18:06:00,2012-03-26 18:21:00,000:15,557,Cable Head,ID4528,D,0,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-26 19:45:00,2012-03-26 21:23:00,001:38,557,Cable Head,ID4528,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-27 09:00:00,2012-03-27 09:30:00,000:30,557,Cable Head,ID4163,D,130,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-27 10:25:00,2012-03-27 11:40:00,000:00,557,Cable Head,ID4872,D,0,0,0,
Case 18,Grinding Rework - Machine 12,Machine 12 - Grinding,2012-03-27 14:20:00,2012-03-27 15:50:00,001:30,557,Cable Head,ID4872,D,0,0,0,
Case 18,Packing,Packing,2012-03-28 00:00:00,2012-03-28 01:00:00,000:00,557,Cable Head,ID4820,D,130,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-29 17:00:00,2012-03-29 18:05:00,001:05,557,Cable Head,ID4163,D,0,0,0,
Case 18,Packing,Packing,2012-03-30 00:00:00,2012-03-30 01:00:00,000:00,557,Cable Head,ID4491,D,15,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-30 08:00:00,2012-03-30 08:12:00,000:12,557,Cable Head,ID4163,D,15,0,0,
Case 185,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-03 00:00:00,2012-01-03 01:15:00,000:00,17,Cable Head,ID4132,D,2,0,0,
Case 185,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-01-04 16:59:00,2012-01-04 18:31:00,001:32,17,Cable Head,ID4528,D,0,0,0,
Case 185,Packing,Packing,2012-01-05 00:00:00,2012-01-05 01:00:00,000:00,17,Cable Head,ID4820,D,5,0,0,
Case 185,Packing,Packing,2012-01-05 00:00:00,2012-01-05 01:00:00,000:00,17,Cable Head,ID4820,D,0,0,0,
Case 185,Final Inspection Q.C.,Quality Check 1,2012-01-05 09:30:00,2012-01-05 10:13:00,000:43,17,Cable Head,ID4287,D,5,0,0,
Case 185,Turning & Milling Q.C.,Quality Check 1,2012-01-05 11:30:00,2012-01-05 14:40:00,003:10,17,Cable Head,ID4287,D,0,0,0,
Case 185,Turning & Milling Q.C.,Quality Check 1,2012-01-08 09:00:00,2012-01-08 11:14:00,002:14,17,Cable Head,ID4287,D,7,0,0,
Case 185,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-08 12:40:00,2012-01-08 13:37:00,000:57,17,Cable Head,ID0998,D,7,0,0,Y
Case 185,Lapping - Machine 1,Machine 1 - Lapping,2012-01-26 08:00:00,2012-01-26 10:00:00,002:00,17,Cable Head,ID0998,D,7,0,0,Y
Case 185,Final Inspection Q.C.,Quality Check 1,2012-01-30 11:00:00,2012-01-30 12:18:00,001:18,17,Cable Head,ID4287,D,0,0,5,
Case 185,Final Inspection Q.C.,Quality Check 1,2012-03-25 10:15:00,2012-03-25 11:10:00,000:55,17,Cable Head,ID4287,D,0,0,0,
Case 185,Lapping - Machine 1,Machine 1 - Lapping,2012-03-25 14:47:00,2012-03-25 15:19:00,000:32,17,Cable Head,ID0998,D,0,0,0,
Case 185,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-26 04:20:00,2012-03-26 07:02:00,002:42,17,Cable Head,ID4385,S,0,0,0,
Case 185,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-26 07:04:00,2012-03-26 09:33:00,002:29,17,Cable Head,ID4355,S,1,0,0,
Case 185,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-26 09:34:00,2012-03-26 11:29:00,001:55,17,Cable Head,ID4355,D,6,0,0,
Case 185,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-26 11:29:00,2012-03-26 14:16:00,002:47,17,Cable Head,ID4355,S,1,0,0,
Case 185,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-26 14:16:00,2012-03-26 16:14:00,001:58,17,Cable Head,ID4355,D,6,0,0,
Case 185,Final Inspection Q.C.,Quality Check 1,2012-03-28 09:00:00,2012-03-28 18:02:00,009:02,17,Cable Head,ID4287,D,0,0,0,
Case 185,Final Inspection Q.C.,Quality Check 1,2012-03-29 12:00:00,2012-03-29 15:50:00,003:50,17,Cable Head,ID4287,D,0,0,0,
Case 185,Packing,Packing,2012-03-30 00:00:00,2012-03-30 01:00:00,000:00,17,Cable Head,ID4491,D,7,0,0,
Case 185,Final Inspection Q.C.,Quality Check 1,2012-03-30 08:00:00,2012-03-30 08:40:00,000:40,17,Cable Head,ID4287,D,7,0,0,
Case 196,Turning & Milling Q.C.,Quality Check 1,2012-01-17 13:20:00,2012-01-17 15:59:00,002:39,40,Cable Head,ID4163,D,0,0,0,
Case 196,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-02-19 12:12:00,2012-02-19 14:09:00,001:57,40,Cable Head,ID4528,D,0,0,0,
Case 196,Final Inspection Q.C.,Quality Check 1,2012-02-19 15:15:00,2012-02-19 16:01:00,000:46,40,Cable Head,ID4493,D,3,1,0,
Case 196,Packing,Packing,2012-02-21 00:00:00,2012-02-21 01:00:00,000:00,40,Cable Head,ID4820,D,3,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-09 13:29:00,2012-01-09 17:24:00,003:55,100,Cable Head,ID4429,S,0,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-09 20:00:00,2012-01-09 23:00:00,003:00,100,Cable Head,ID4529,S,1,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-10 01:00:00,2012-01-10 06:30:00,005:30,100,Cable Head,ID4529,D,26,0,0,
Case 198,Turning & Milling Q.C.,Quality Check 1,2012-01-10 07:00:00,2012-01-10 08:08:00,001:08,100,Cable Head,ID4287,D,0,1,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-10 07:08:00,2012-01-10 07:09:00,000:01,100,Cable Head,ID4429,S,1,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-10 14:05:00,2012-01-10 15:57:00,001:52,100,Cable Head,ID4932,D,11,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-10 16:05:00,2012-01-10 17:04:00,000:59,100,Cable Head,ID4429,D,2,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-10 18:07:00,2012-01-10 23:35:00,005:28,100,Cable Head,ID4718,D,26,0,0,
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-11 06:56:00,2012-01-11 12:45:00,005:49,100,Cable Head,ID4932,D,33,0,0,
Case 198,Turning & Milling Q.C.,Quality Check 1,2012-01-12 07:00:00,2012-01-12 07:44:00,000:44,100,Cable Head,ID4493,D,95,0,0,
Case 198,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-12 13:35:00,2012-01-12 14:35:00,001:00,100,Cable Head,ID4882,D,95,0,0,
Case 198,Turning Rework - Machine 21,Machine 21 - Turning,2012-01-26 09:00:00,2012-01-26 10:30:00,001:30,100,Cable Head,ID4442,D,4,0,0,
Case 198,Turning & Milling Q.C.,Quality Check 1,2012-01-27 10:11:00,2012-01-27 11:12:00,001:01,100,Cable Head,ID4493,D,4,0,0,
Case 198,Lapping - Machine 1,Machine 1 - Lapping,2012-03-05 23:00:00,2012-03-06 03:00:00,004:00,100,Cable Head,ID4355,D,0,0,0,
Case 198,Lapping - Machine 1,Machine 1 - Lapping,2012-03-06 12:07:00,2012-03-06 13:32:00,001:25,100,Cable Head,ID0998,D,25,0,0,
Case 198,Lapping - Machine 1,Machine 1 - Lapping,2012-03-07 00:00:00,2012-03-07 01:15:00,000:00,100,Cable Head,ID4882,D,0,0,0,
Case 198,Lapping - Machine 1,Machine 1 - Lapping,2012-03-07 16:25:00,2012-03-07 17:30:00,001:05,100,Cable Head,ID0998,D,50,0,0,
Case 198,Lapping - Machine 1,Machine 1 - Lapping,2012-03-08 00:00:00,2012-03-08 01:15:00,000:00,100,Cable Head,ID4882,D,0,0,0,
Case 198,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-08 08:22:00,2012-03-08 09:37:00,000:00,100,Cable Head,ID0998,D,0,0,0,
Case 198,Lapping - Machine 1,Machine 1 - Lapping,2012-03-08 08:22:00,2012-03-08 08:22:00,001:50,100,Cable Head,ID0998,D,20,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-08 15:13:00,2012-03-08 18:11:00,002:58,100,Cable Head,ID4385,S,0,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-08 18:11:00,2012-03-08 20:17:00,002:06,100,Cable Head,ID4385,D,7,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-08 20:23:00,2012-03-08 23:41:00,003:18,100,Cable Head,ID4355,D,10,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-09 00:07:00,2012-03-09 06:45:00,006:38,100,Cable Head,ID4445,D,19,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-09 07:16:00,2012-03-09 11:49:00,004:33,100,Cable Head,ID4385,D,10,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-10 22:09:00,2012-03-11 06:33:00,008:24,100,Cable Head,ID4528,D,18,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-11 06:44:00,2012-03-11 06:52:00,000:08,100,Cable Head,ID4355,D,1,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-11 07:58:00,2012-03-11 15:57:00,007:59,100,Cable Head,ID4355,D,17,0,0,
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-11 16:18:00,2012-03-11 20:40:00,004:22,100,Cable Head,ID4385,D,13,0,0,
Case 198,Final Inspection Q.C.,Quality Check 1,2012-03-15 11:19:00,2012-03-15 14:01:00,002:42,100,Cable Head,ID4493,D,86,4,0,
Case 198,Packing,Packing,2012-03-16 00:00:00,2012-03-16 01:00:00,000:00,100,Cable Head,ID4820,D,86,0,0,
Case 198,Packing,Packing,2012-03-18 00:00:00,2012-03-18 01:00:00,000:00,100,Cable Head,ID4820,D,1,0,0,
Case 198,Final Inspection Q.C.,Quality Check 1,2012-03-18 10:09:00,2012-03-18 12:11:00,002:02,100,Cable Head,ID4493,D,1,0,0,
Case 198,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-19 07:20:00,2012-03-19 09:56:00,002:36,100,Cable Head,ID4528,D,0,0,0,
Case 198,Packing,Packing,2012-03-20 00:00:00,2012-03-20 01:00:00,000:00,100,Cable Head,ID4820,D,4,0,0,
Case 198,Final Inspection Q.C.,Quality Check 1,2012-03-20 09:34:00,2012-03-20 10:49:00,000:00,100,Cable Head,ID4493,D,4,0,0,Y
Case 198,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-20 12:24:00,2012-03-20 13:39:00,000:00,100,Cable Head,ID4882,D,4,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-01-03 00:00:00,2012-01-03 01:15:00,000:00,180,Cable Head,ID4882,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-01-03 08:24:00,2012-01-03 15:35:00,007:11,180,Cable Head,ID0998,D,36,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-01-03 12:25:00,2012-01-03 12:50:00,000:25,180,Cable Head,ID4882,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-01-03 13:20:00,2012-01-03 16:00:00,002:40,180,Cable Head,ID4882,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-01-03 15:35:00,2012-01-03 15:56:00,000:21,180,Cable Head,ID0998,D,0,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-03 15:57:00,2012-01-03 16:05:00,000:08,180,Cable Head,ID4445,S,0,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-03 16:07:00,2012-01-03 18:58:00,002:51,180,Cable Head,ID4445,S,0,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-03 18:59:00,2012-01-03 22:17:00,003:18,180,Cable Head,ID4445,D,9,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-01-04 00:00:00,2012-01-04 01:15:00,000:00,180,Cable Head,ID4882,D,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-01-04 07:39:00,2012-01-04 10:25:00,002:46,180,Cable Head,ID4355,D,0,0,0,
Case 199,Turning & Milling Q.C.,Quality Check 1,2012-01-04 09:00:00,2012-01-04 10:00:00,001:00,180,Cable Head,ID4163,D,0,1,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-04 22:37:00,2012-01-04 23:46:00,001:09,180,Cable Head,ID3846,S,0,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-05 06:52:00,2012-01-05 15:32:00,008:40,180,Cable Head,ID4641,S,2,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-05 15:09:00,2012-01-06 07:00:00,015:51,180,Cable Head,ID4355,D,0,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-05 16:03:00,2012-01-06 07:00:00,014:57,180,Cable Head,ID3846,D,20,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-05 16:28:00,2012-01-05 19:53:00,003:25,180,Cable Head,ID4445,D,8,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-05 20:52:00,2012-01-06 06:48:00,009:56,180,Cable Head,ID4385,D,19,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-06 07:00:00,2012-01-07 06:00:00,023:00,180,Cable Head,ID4132,D,31,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-06 07:01:00,2012-01-06 12:53:00,005:52,180,Cable Head,ID4355,D,14,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-01-06 08:09:00,2012-01-06 10:03:00,001:54,180,Cable Head,ID0998,D,36,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-07 21:57:00,2012-01-08 06:57:00,009:00,180,Cable Head,ID4445,D,16,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-08 09:12:00,2012-01-08 15:39:00,006:27,180,Cable Head,ID4132,D,6,0,0,
Case 199,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-01-08 10:02:00,2012-01-08 13:20:00,003:18,180,Cable Head,ID4385,D,5,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-08 20:18:00,2012-01-08 22:20:00,002:02,180,Cable Head,ID4641,D,7,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-01-10 09:00:00,2012-01-10 12:50:00,003:50,180,Cable Head,ID4163,D,0,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-01-10 13:20:00,2012-01-10 14:26:00,001:06,180,Cable Head,ID4163,D,0,0,0,
Case 199,Turning & Milling Q.C.,Quality Check 1,2012-01-10 14:26:00,2012-01-10 15:53:00,001:27,180,Cable Head,ID4163,D,64,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-10 20:41:00,2012-01-11 06:53:00,010:12,180,Cable Head,ID4641,D,8,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-11 07:15:00,2012-01-11 17:42:00,010:27,180,Cable Head,ID4132,D,11,0,0,
Case 199,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-11 09:21:00,2012-01-11 10:03:00,000:42,180,Cable Head,ID0998,D,64,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-11 21:32:00,2012-01-12 04:41:00,007:09,180,Cable Head,ID4641,D,8,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-01-12 12:15:00,2012-01-12 12:50:00,000:35,180,Cable Head,ID4163,D,0,0,0,Y
Case 199,Final Inspection Q.C.,Quality Check 1,2012-01-12 13:20:00,2012-01-12 16:07:00,002:47,180,Cable Head,ID4163,D,0,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-01-13 12:00:00,2012-01-13 12:53:00,000:53,180,Cable Head,ID4163,D,0,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-15 03:17:00,2012-01-15 07:00:00,003:43,180,Cable Head,ID4132,S,1,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-01-15 07:00:00,2012-01-15 08:40:00,001:40,180,Cable Head,ID4163,D,0,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-01-15 09:00:00,2012-01-15 12:50:00,003:50,180,Cable Head,ID4163,D,0,0,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-15 09:10:00,2012-01-15 15:57:00,006:47,180,Cable Head,ID4641,D,6,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-01-15 13:20:00,2012-01-15 14:00:00,000:40,180,Cable Head,ID4163,D,0,1,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-01-15 14:00:00,2012-01-15 14:30:00,000:30,180,Cable Head,ID4163,D,0,1,0,
Case 199,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-15 16:24:00,2012-01-15 18:03:00,001:39,180,Cable Head,ID4132,D,3,0,0,
Case 199,Turning & Milling Q.C.,Quality Check 1,2012-01-16 13:20:00,2012-01-16 15:34:00,002:14,180,Cable Head,ID4163,D,37,0,0,
Case 199,Turning & Milling Q.C.,Quality Check 1,2012-01-16 15:34:00,2012-01-16 15:54:00,000:20,180,Cable Head,ID4163,D,0,2,0,
Case 199,Turning & Milling Q.C.,Quality Check 1,2012-01-16 15:54:00,2012-01-16 16:00:00,000:06,180,Cable Head,ID4163,D,0,1,0,
Case 199,Turning & Milling Q.C.,Quality Check 1,2012-01-16 16:00:00,2012-01-16 16:10:00,000:10,180,Cable Head,ID4163,D,0,1,0,
Case 199,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-17 08:18:00,2012-01-17 09:38:00,001:20,180,Cable Head,ID0998,D,39,0,0,
Case 199,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-01-17 15:14:00,2012-01-17 15:47:00,000:33,180,Cable Head,ID4872,D,0,0,0,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-01-19 07:00:00,2012-01-19 08:40:00,001:40,180,Cable Head,ID4163,D,0,0,1,
Case 199,Final Inspection Q.C.,Quality Check 1,2012-01-19 10:00:00,2012-01-19 12:50:00,002:50,180,Cable Head,ID4163,D,68,0,0,
Case 199,Packing,Packing,2012-01-20 00:00:00,2012-01-20 01:00:00,000:00,180,Cable Head,ID4491,D,68,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-02-26 16:15:00,2012-02-26 16:38:00,000:23,180,Cable Head,ID0998,D,8,0,0,
Case 199,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-02-26 23:59:00,2012-02-27 02:00:00,002:01,180,Cable Head,ID4385,S,0,0,0,
Case 199,Lapping - Machine 1,Machine 1 - Lapping,2012-02-27 00:00:00,2012-02-27 01:15:00,000:00,180,Cable Head,ID4882,D,0,0,0,
